job_id,inspection_date,inspection_type,house_number,street_name,zip_code,borough,result,letter_type,observations,bbl,boro_code,block,lot,latitude,longitude,location,community_board,council_district,census_tract,bin,nta,x_coord,y_coord
PC8745448,2026-09-04T10:00:06.000,Treatments,384,LAFAYETTE AVENUE,11238,Brooklyn,Bait applied,,,3019490006,3,1949,6,40.688871644161,-73.959956981473,"{'latitude': '40.688871644161', 'longitude': '-73.959956981473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,233,3335009,Bedford-Stuyvesant (West),,
PC8741192,2026-09-04T10:00:15.000,Treatments,1185,MORRIS AVENUE,10456,Bronx,Bait applied,,,2024490064,2,2449,64,40.832754389833,-73.914402685595,"{'latitude': '40.832754389833', 'longitude': '-73.914402685595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,18101,2002602,Concourse-Concourse Village,,
PC8745240,2026-09-04T10:03:00.000,Treatments,480,GREENE AVENUE,11216,Brooklyn,Bait applied,,,3017970051,3,1797,51,40.688289439428,-73.951995673909,"{'latitude': '40.688289439428', 'longitude': '-73.951995673909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,243,3050366,Bedford-Stuyvesant (West),,
PC8742255,2026-09-04T10:04:53.000,Compliance,637,EAST 6 STREET,10009,Manhattan,Failed for Rat Activity,Summons Issued,Droppings,1003890042,1,389,42,40.723817822987,-73.980016656711,"{'latitude': '40.723817822987', 'longitude': '-73.980016656711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,2602,1004690,East Village,,
PC8765625,2026-09-04T10:05:30.000,Initial,232,WEST  122 STREET,10027,Manhattan,Failed for Rat Activity and Other Reason,COTA,"Droppings, Rats, Garbage",1019270049,1,1927,49,40.807502183685,-73.950876243511,"{'latitude': '40.807502183685', 'longitude': '-73.950876243511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,220,1058526,Harlem (South),997849,233478
PC8747194,2026-09-04T10:05:34.000,Compliance,2565,MARION AVENUE,10458,Bronx,Failed for Rat Activity and Other Reason,Summons Issued,"Droppings, Garbage, Harborage",2032860051,2,3286,51,40.86292506829,-73.892216187341,"{'latitude': '40.86292506829', 'longitude': '-73.892216187341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,15,39901,2016602,University Heights (North)-Fordham,,
PC8769560,2026-09-04T10:05:42.000,Initial,895,FAIRMOUNT PLACE,10460,Bronx,Failed for Other Reason,COTA,Harborage,2029600001,2,2960,1,40.841381482469,-73.886349310236,"{'latitude': '40.841381482469', 'longitude': '-73.886349310236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,36502,2010150,Tremont,,
PC8681541,2026-09-04T10:05:54.000,Treatments,601,EAST 180 STREET,10457,Bronx,Bait applied,,,2030700001,2,3070,1,40.849387250727,-73.891374321016,"{'latitude': '40.849387250727', 'longitude': '-73.891374321016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,373,2012024,Tremont,,
PC8770546,2026-09-04T10:08:00.000,Initial,42,WEST 126 STREET,10027,Manhattan,Failed for Rat Activity,COTA,Gnawing,1017230054,1,1723,54,40.807660565776,-73.943163832287,"{'latitude': '40.807660565776', 'longitude': '-73.943163832287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,200,1053517,Harlem (South),,
PC8749486,2026-09-04T10:09:00.000,Compliance,642,51 STREET,11220,Brooklyn,Failed for Other Reason,,Animal Nuisance,3008010023,3,801,23,40.642604171498,-74.007714761267,"{'latitude': '40.642604171498', 'longitude': '-74.007714761267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,43,98,3013675,Sunset Park (Central),982109,173397
PC8769351,2026-09-04T10:10:19.000,Initial,680,MELROSE AVENUE,10455,Bronx,Failed for Rat Activity and Other Reason,COTA,"Burrows, Rats, Animal Nuisance",2023750006,2,2375,6,40.819421783434,-73.916233605713,"{'latitude': '40.819421783434', 'longitude': '-73.916233605713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,17,67,2001366,Melrose,1007435,237828
PC8732008,2026-09-04T10:10:30.000,Treatments,228,WEST  122 STREET,10027,Manhattan,Bait applied,,,1019270046,1,1927,46,40.807469212717,-73.950796797226,"{'latitude': '40.807469212717', 'longitude': '-73.950796797226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,220,1058524,Harlem (South),997871,233466
PC8774058,2026-09-04T10:11:56.000,Initial,,nul,10002,Manhattan,Failed for Rat Activity,,Droppings,,1,271,36,,,,,,,,,,
PC8493444,2026-09-04T10:13:00.000,Treatments,1154,INTERVALE AVENUE,10459,Bronx,Bait applied,,,2027060048,2,2706,48,40.827546009366,-73.895840144773,"{'latitude': '40.827546009366', 'longitude': '-73.895840144773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,17,131,2005500,Longwood,,
PC8749932,2026-09-04T10:14:05.000,Compliance,382,EAST 199 STREET,10458,Bronx,Failed for Rat Activity,Summons Issued,Burrows,2032790031,2,3279,31,40.867350716704,-73.884901913621,"{'latitude': '40.867350716704', 'longitude': '-73.884901913621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,15,40702,2016413,Bedford Park,,
PC8763263,2026-09-04T10:15:00.000,Initial,28-46,34 STREET,11103,Queens,Failed for Rat Activity and Other Reason,,"Droppings, Burrows, Garbage",4006270039,4,627,39,40.767069629814,-73.917935084136,"{'latitude': '40.767069629814', 'longitude': '-73.917935084136', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1,22,6501,4009149,Astoria (Central),1006982,218754
PC8741444,2026-09-04T10:15:15.000,Treatments,1175,MORRIS AVENUE,10456,Bronx,Bait applied,,,2024490068,2,2449,68,40.832543136536,-73.914525823303,"{'latitude': '40.832543136536', 'longitude': '-73.914525823303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,18101,2002603,Concourse-Concourse Village,,
PC8624017,2026-09-04T10:15:54.000,Treatments,2605,GRAND AVENUE,10468,Bronx,Bait applied,,,2032150151,2,3215,151,40.866829816835,-73.90022549517,"{'latitude': '40.866829816835', 'longitude': '-73.90022549517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,265,2115310,University Heights (North)-Fordham,,
PC8505664,2026-09-04T10:15:59.000,Treatments,245,EAST   30 STREET,10016,Manhattan,Bait applied,,,1009110026,1,911,26,40.742426974687,-73.978080364569,"{'latitude': '40.742426974687', 'longitude': '-73.978080364569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,2,7002,1019952,Murray Hill-Kips Bay,990324,209766
PC8564396,2026-09-04T10:17:32.000,Treatments,469,LAFAYETTE AVENUE,11205,Brooklyn,Bait applied,,,3019420052,3,1942,52,40.689353246591,-73.955928921697,"{'latitude': '40.689353246591', 'longitude': '-73.955928921697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,233,3334977,Bedford-Stuyvesant (West),,
PC8769524,2026-09-04T10:19:54.000,Initial,890,ELSMERE PLACE,10460,Bronx,Failed for Rat Activity and Other Reason,COTA,"Burrows, Harborage",2029600039,2,2960,39,40.842081196305,-73.886152943734,"{'latitude': '40.842081196305', 'longitude': '-73.886152943734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,36502,2010153,Tremont,,
PC8721759,2026-09-04T10:20:00.000,Compliance,4509,6 AVENUE,11220,Brooklyn,Failed for Rat Activity and Other Reason,Summons Issued,"Burrows, Harborage",3007490005,3,749,5,40.64644974621,-74.005315241124,"{'latitude': '40.64644974621', 'longitude': '-74.005315241124', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,38,96,3324376,Sunset Park (Central),982775,174798
PC8774250,2026-09-04T10:20:56.000,Initial,27,RUTGERS STREET,10002,Manhattan,Failed for Rat Activity,COTA,Droppings,1002710064,1,271,64,40.712853780429,-73.990004567554,"{'latitude': '40.712853780429', 'longitude': '-73.990004567554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,6,1003246,Chinatown-Two Bridges,,
PC8769906,2026-09-04T10:21:00.000,Initial,56,WEST 126 STREET,10027,Manhattan,Failed for Other Reason,COTA,Harborage,1017230059,1,1723,59,40.807795216959,-73.943485213615,"{'latitude': '40.807795216959', 'longitude': '-73.943485213615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,200,1053521,Harlem (South),,
PC8770442,2026-09-04T10:21:00.000,Initial,918,MORRIS AVENUE,10451,Bronx,Failed for Rat Activity,COTA,Burrows,2024220004,2,2445,28,40.826924224076,-73.917698378,"{'latitude': '40.826924224076', 'longitude': '-73.917698378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,173,2001951,Concourse-Concourse Village,,
PC8613390,2026-09-04T10:21:30.000,Compliance,220,WEST  122 STREET,10027,Manhattan,Failed for Rat Activity and Other Reason,Summons Issued,"Droppings, Burrows, Runways, Garbage",1019270043,1,1927,43,40.807403270615,-73.950637904894,"{'latitude': '40.807403270615', 'longitude': '-73.950637904894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,220,1058521,Harlem (South),997915,233442
PC8750492,2026-09-04T10:22:05.000,Compliance,2863,WEBSTER AVENUE,10458,Bronx,Failed for Other Reason,Summons Issued,Animal Nuisance,2032790050,2,3279,50,40.866924594376,-73.884215699539,"{'latitude': '40.866924594376', 'longitude': '-73.884215699539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,15,40702,2016419,Bedford Park,,
PC8763603,2026-09-04T10:25:00.000,Compliance,91,HARMAN STREET,11221,Brooklyn,Failed for Rat Activity,Summons Issued,Droppings,3032750070,3,3275,70,40.695594017959,-73.923111779156,"{'latitude': '40.695594017959', 'longitude': '-73.923111779156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,421,3074734,Bushwick (West),,
PC8743265,2026-09-04T10:25:30.000,Treatments,2042,ADAM C POWELL BLVD,10027,Manhattan,Bait applied,,,1019280029,1,1928,29,40.807131125355,-73.949680851523,"{'latitude': '40.807131125355', 'longitude': '-73.949680851523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,222,1058563,Harlem (South),,
PC8728824,2026-09-04T10:26:35.000,Treatments,269,WEST 113 STREET,10026,Manhattan,Bait applied,,,1018290008,1,1829,8,40.802102544109,-73.955857597235,"{'latitude': '40.802102544109', 'longitude': '-73.955857597235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,216,1055140,Harlem (South),,
PC8425557,2026-09-04T10:26:44.000,Compliance,361,EAST 188 STREET,10458,Bronx,Failed for Rat Activity and Other Reason,Summons Issued,"Droppings, Burrows, Garbage, Mice",2030260001,2,3026,1,40.860140597157,-73.893753553401,"{'latitude': '40.860140597157', 'longitude': '-73.893753553401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,15,39902,2011065,Fordham Heights,,
PC8711301,2026-09-04T10:27:30.000,Compliance,2030,ADAM C POWELL BLVD,10027,Manhattan,Failed for Rat Activity,Summons Issued,"Droppings, Runways",1019270033,1,1927,33,40.806700335975,-73.949991833094,"{'latitude': '40.806700335975', 'longitude': '-73.949991833094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,220,1058515,Harlem (South),,
PC8580344,2026-09-04T10:28:00.000,Stoppage,67,St Nicholas Place,10031,Manhattan,Stoppage done,,,,1,2069,1,40.828986212635,-73.94115813284,"{'latitude': '40.828986212635', 'longitude': '-73.94115813284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,9,23501,,Hamilton Heights-Sugar Hill,,
PC8663008,2026-09-04T10:30:15.000,Treatments,1194,SHERMAN AVENUE,10456,Bronx,Bait applied,,,2024520051,2,2452,51,40.833222324531,-73.916205322477,"{'latitude': '40.833222324531', 'longitude': '-73.916205322477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,18101,2002664,Concourse-Concourse Village,,
PC8766907,2026-09-04T10:30:22.000,Initial,1667,POPHAM AVENUE,10453,Bronx,Failed for Other Reason,COTA,Harborage,2028770274,2,2877,274,40.849359076708,-73.920695923862,"{'latitude': '40.849359076708', 'longitude': '-73.920695923862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,20501,2008886,University Heights (South)-Morris Heights,,
PC8770527,2026-09-04T10:30:23.000,Initial,1264,FINDLAY AVENUE,10456,Bronx,Failed for Other Reason,COTA,"Garbage, Harborage",2024360062,2,2436,62,40.834097151258,-73.911549696614,"{'latitude': '40.834097151258', 'longitude': '-73.911549696614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,17701,2002342,Concourse-Concourse Village,,
PC8736975,2026-09-04T10:30:34.000,Treatments,2538,CRESTON AVENUE,10468,Bronx,Bait applied,,,2031670032,2,3167,32,40.863810857471,-73.897384738638,"{'latitude': '40.863810857471', 'longitude': '-73.897384738638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,401,2013815,University Heights (North)-Fordham,1012633,254006
PC8520241,2026-09-04T10:30:59.000,Treatments,137,EAST 26 STREET,10010,Manhattan,Bait applied,,,1008820031,1,882,31,40.741310707099,-73.983111266375,"{'latitude': '40.741310707099', 'longitude': '-73.983111266375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,2,68,1018135,Gramercy,,
PC8771978,2026-09-04T10:31:11.000,Initial,1211,FULTON STREET,11216,Brooklyn,Failed for Rat Activity,COTA,Burrows,3018420066,3,1842,66,40.680609953216,-73.952945839844,"{'latitude': '40.680609953216', 'longitude': '-73.952945839844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,245,3000000,Bedford-Stuyvesant (West),,
PC8741459,2026-09-04T10:32:19.000,Compliance,375,EAST 163 STREET,10451,Bronx,Failed for Other Reason,Summons Issued,Harborage,2024090078,2,2409,78,40.825680756086,-73.913819239135,"{'latitude': '40.825680756086', 'longitude': '-73.913819239135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,16,143,2001814,Concourse-Concourse Village,,
PC8714712,2026-09-04T10:33:00.000,Treatments,472,LAFAYETTE AVENUE,11205,Brooklyn,Monitoring visit,,,3019500019,3,1950,19,40.68928753482,-73.956354458877,"{'latitude': '40.68928753482', 'longitude': '-73.956354458877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,233,3055677,Bedford-Stuyvesant (West),,
PC8749974,2026-09-04T10:34:05.000,Compliance,2850,DECATUR AVENUE,10458,Bronx,Failed for Other Reason,Summons Issued,Harborage,2032790059,2,3279,59,40.867600454106,-73.884868939418,"{'latitude': '40.867600454106', 'longitude': '-73.884868939418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,15,40702,2016423,Bedford Park,,
PC8693079,2026-09-04T10:35:08.000,Compliance,1169,EAST  223 STREET,10466,Bronx,Failed for Other Reason,Summons Issued,Harborage,2049020009,2,4902,9,40.881934276145,-73.847826854781,"{'latitude': '40.881934276145', 'longitude': '-73.847826854781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,12,386,2065879,Eastchester-Edenwald-Baychester,1026329,260629
PC8665343,2026-09-04T10:35:19.000,Compliance,251,CENTRAL AVENUE,11221,Brooklyn,Failed for Rat Activity and Other Reason,Summons Issued,"Droppings, Burrows, Runways, Mice",3032760001,3,3276,1,40.696631192055,-73.922591274472,"{'latitude': '40.696631192055', 'longitude': '-73.922591274472', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,421,3325657,Bushwick (West),,
PC8767632,2026-09-04T10:36:20.000,Initial,2085,AMSTERDAM AVENUE,10032,Manhattan,Failed for Rat Activity,COTA,"Droppings, Burrows",1021100062,1,2110,62,40.836689687373,-73.939221471698,"{'latitude': '40.836689687373', 'longitude': '-73.939221471698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,24301,1062617,Washington Heights (South),1001068,244114
PC8766790,2026-09-04T10:38:22.000,Initial,1503,POPHAM AVENUE,10453,Bronx,Failed for Other Reason,COTA,Harborage,2028770701,2,2877,701,40.84795730832,-73.92185063123,"{'latitude': '40.84795730832', 'longitude': '-73.92185063123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,20501,2099882,University Heights (South)-Morris Heights,,
PC8758193,2026-09-04T10:39:00.000,Compliance,471,45 STREET,11220,Brooklyn,Failed for Rat Activity,Summons Issued,Burrows,3007380046,3,738,46,40.648368180144,-74.008165887491,"{'latitude': '40.648368180144', 'longitude': '-74.008165887491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,38,80,3011211,Sunset Park (West),981984,175497
PC8744036,2026-09-04T10:40:20.000,Compliance,113,Elizabeth street,10013,Manhattan,Failed for Rat Activity and Other Reason,,"Runways, Harborage",1004700025,1,470,25,40.719051818504,-73.99559524997,"{'latitude': '40.719051818504', 'longitude': '-73.99559524997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,1,41,1006932,SoHo-Little Italy-Hudson Square,,
PC8730541,2026-09-04T10:40:31.000,Treatments,2090,FREDRICK DOUGLASS BL,10026,Manhattan,Bait applied,,,1018290001,1,1829,1,40.802572216296,-73.956698889473,"{'latitude': '40.802572216296', 'longitude': '-73.956698889473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,216,1055134,Harlem (South),,
PC8743846,2026-09-04T10:40:37.000,Treatments,2058,ADAM C POWELL BLVD,10027,Manhattan,Bait applied,,,1019280036,1,1928,36,40.807520752244,-73.94939157119,"{'latitude': '40.807520752244', 'longitude': '-73.94939157119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,222,1058567,Harlem (South),,
PC8769984,2026-09-04T10:42:33.000,Initial,WEST,130 STREET,10027,Manhattan,Failed for Other Reason,,Harborage,,1,1914,40,,,,,,,,,,
PC8771522,2026-09-04T10:42:53.000,Initial,732,WILLOUGHBY AVENUE,11206,Brooklyn,Failed for Rat Activity,COTA,Droppings,3015910015,3,1591,15,40.694969798085,-73.939506227717,"{'latitude': '40.694969798085', 'longitude': '-73.939506227717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,283,3043005,Bedford-Stuyvesant (East),,
PC8734679,2026-09-04T10:43:00.000,Compliance,511,WEST 145 STREET,10031,Manhattan,Failed for Rat Activity,Summons Issued,"Burrows, Runways",1020770023,1,2077,23,40.825490062463,-73.948207146697,"{'latitude': '40.825490062463', 'longitude': '-73.948207146697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061936,Hamilton Heights-Sugar Hill,,
PC8740885,2026-09-04T10:44:15.000,Compliance,317,EAST 89 STREET,10128,Manhattan,Failed for Rat Activity,Summons Issued,"Droppings, Burrows",1015520012,1,1552,12,40.779546395055,-73.949705388099,"{'latitude': '40.779546395055', 'longitude': '-73.949705388099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,15401,1050109,Upper East Side-Yorkville,,
PC8723813,2026-09-04T10:44:51.000,Treatments,511,WEST  179 STREET,10033,Manhattan,Bait applied,,,1021520058,1,2152,58,40.847074756714,-73.932489042168,"{'latitude': '40.847074756714', 'longitude': '-73.932489042168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,261,1063610,Washington Heights (South),1002928,247899
PC8741717,2026-09-04T10:45:15.000,Treatments,975,SHERMAN AVENUE,10456,Bronx,Bait applied,,,2024550028,2,2455,28,40.828720103344,-73.918848843185,"{'latitude': '40.828720103344', 'longitude': '-73.918848843185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,18302,2002712,Concourse-Concourse Village,,
PC8768089,2026-09-04T10:45:22.000,Treatments,20,WEST 190 STREET,10468,Bronx,Bait applied,,,2032000014,2,3200,14,40.8641105024,-73.901050285522,"{'latitude': '40.8641105024', 'longitude': '-73.901050285522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,265,2014359,University Heights (North)-Fordham,,
PC8670809,2026-09-04T10:46:00.000,Treatments,693,EAST 189 STREET,10458,Bronx,Bait applied,,,2030910095,2,3091,95,40.856128808217,-73.883468194259,"{'latitude': '40.856128808217', 'longitude': '-73.883468194259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,389,2012604,Belmont,,
PC8749837,2026-09-04T10:48:00.000,Stoppage,2502,Fredrick Douglass Blvd,10030,Manhattan,Stoppage done,,,1019390062,1,1939,62,40.815592056504,-73.947188859088,"{'latitude': '40.815592056504', 'longitude': '-73.947188859088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,226,1058820,Harlem (North),,
PC8744140,2026-09-04T10:48:51.000,Treatments,505,LAFAYETTE AVENUE,11205,Brooklyn,Bait applied,,,3017830095,3,1783,95,40.689563870946,-73.954086170717,"{'latitude': '40.689563870946', 'longitude': '-73.954086170717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,241,3049762,Bedford-Stuyvesant (West),,
PC8272674,2026-09-04T10:49:50.000,Compliance,177,LENOX ROAD,11226,Brooklyn,Failed for Rat Activity,Summons Issued,"Droppings, Burrows",3050650080,3,5065,80,40.653917358323,-73.953854916814,"{'latitude': '40.653917358323', 'longitude': '-73.953854916814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17,40,822,3116248,East Flatbush-Erasmus,997054,177522
PC8741423,2026-09-04T10:50:15.000,Treatments,967,SHERMAN AVENUE,10456,Bronx,Bait applied,,,2024550033,2,2455,33,40.828621331028,-73.918903165997,"{'latitude': '40.828621331028', 'longitude': '-73.918903165997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,18302,2002713,Concourse-Concourse Village,,
PC8703144,2026-09-04T10:50:59.000,Treatments,400,2 AVENUE,10010,Manhattan,Bait applied,,,1009290001,1,929,1,40.737975459584,-73.980820703252,"{'latitude': '40.737975459584', 'longitude': '-73.980820703252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,2,64,1084709,Gramercy,989565,208144
PC8770679,2026-09-04T10:51:00.000,Initial,429,45 STREET,11220,Brooklyn,Failed for Rat Activity,COTA,"Droppings, Burrows",3007380065,3,738,65,40.648766124403,-74.008825409625,"{'latitude': '40.648766124403', 'longitude': '-74.008825409625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,38,80,3011230,Sunset Park (West),981801,175642
PC8770578,2026-09-04T10:51:00.000,Initial,68,WEST 126 STREET,10027,Manhattan,Failed for Rat Activity,COTA,Gnawing,1017230063,1,1723,63,40.807910631036,-73.94375965227,"{'latitude': '40.807910631036', 'longitude': '-73.94375965227', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,200,1053524,Harlem (South),,
PC8735638,2026-09-04T10:52:00.000,Treatments,724,EAST 181 STREET,10457,Bronx,Bait applied,,,2030960061,2,3096,61,40.848529790832,-73.887378038943,"{'latitude': '40.848529790832', 'longitude': '-73.887378038943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,371,2012701,Tremont,,
PC8759839,2026-09-04T10:52:14.000,Initial,250,WEST  131 STREET,10027,Manhattan,Failed for Rat Activity and Other Reason,City Agency Referral,"Droppings, Burrows, Garbage",1019330050,1,1933,50,40.813602329177,-73.947652861904,"{'latitude': '40.813602329177', 'longitude': '-73.947652861904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,224,1081513,Harlem (North),998740,235701
PC8729314,2026-09-04T10:52:52.000,Treatments,2092,FREDRICK DOUGLASS BL,10026,Manhattan,Bait applied,,,1018290002,1,1829,2,40.802627096248,-73.956659121182,"{'latitude': '40.802627096248', 'longitude': '-73.956659121182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,216,1055135,Harlem (South),,
PC8734782,2026-09-04T10:53:00.000,Compliance,529,WEST 145 STREET,10031,Manhattan,Failed for Rat Activity,Summons Issued,Burrows,1020770013,1,2077,13,40.825638435928,-73.94855752041,"{'latitude': '40.825638435928', 'longitude': '-73.94855752041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,229,1061932,Hamilton Heights-Sugar Hill,,
PC8706515,2026-09-04T10:53:22.000,Compliance,1590,UNDERCLIFF AVENUE,10453,Bronx,Failed for Other Reason,Summons Issued,Harborage,2028770166,2,2877,166,40.848487462852,-73.922471707209,"{'latitude': '40.848487462852', 'longitude': '-73.922471707209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,20501,2092064,University Heights (South)-Morris Heights,1005682,248388
PC8647351,2026-09-04T10:53:30.000,Compliance,230,WEST 123 STREET,10027,Manhattan,Failed for Rat Activity and Other Reason,Summons Issued,"Droppings, Runways, Harborage",1019280047,1,1928,47,40.808108553436,-73.950366454319,"{'latitude': '40.808108553436', 'longitude': '-73.950366454319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,222,1058578,Harlem (South),,
PC8770545,2026-09-04T10:55:00.000,Initial,695,WALTON AVENUE,10451,Bronx,Failed for Rat Activity,COTA,Droppings,2024730055,2,2473,55,40.823551288625,-73.926301939848,"{'latitude': '40.823551288625', 'longitude': '-73.926301939848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,6301,2002899,Concourse-Concourse Village,,
PC8767307,2026-09-04T10:55:14.000,Initial,452,WEST  164 STREET,10032,Manhattan,Failed for Rat Activity,COTA,"Droppings, Burrows, Runways",1021100070,1,2110,70,40.836870199027,-73.938021488714,"{'latitude': '40.836870199027', 'longitude': '-73.938021488714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,24301,1062622,Washington Heights (South),1001400,244180
PC8774307,2026-09-04T10:56:49.000,Initial,201,EAST   88 STREET,10128,Manhattan,Failed for Rat Activity,,Burrows,1015347501,1,1534,7501,40.780033534874,-73.952810316187,"{'latitude': '40.780033534874', 'longitude': '-73.952810316187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,14602,1000000,Upper East Side-Yorkville,997319,223470
PC8769609,2026-09-04T10:57:49.000,Initial,1900,MARMION AVENUE,10460,Bronx,Failed for Other Reason,City Agency Referral,Harborage,2029600021,2,2960,21,40.842195323252,-73.887771909489,"{'latitude': '40.842195323252', 'longitude': '-73.887771909489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,36502,2000000,Tremont,,
