job_id,inspection_date,inspection_type,house_number,street_name,zip_code,borough,result,bbl,boro_code,block,lot,latitude,longitude,location,community_board,council_district,census_tract,bin,nta,letter_type,observations,x_coord,y_coord
PC8738070,2026-09-08T09:51:00.000,Treatments,1407,PACIFIC STREET,11216,Brooklyn,Bait applied,3012020060,3,1202,60,40.677414416578,-73.945366297111,"{'latitude': '40.677414416578', 'longitude': '-73.945366297111', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,313,3029847,Crown Heights (North),,,999404,186084
PC8580404,2026-09-08T09:51:06.000,Treatments,1841,Amsterdam Avenue,10031,Manhattan,Bait applied,1020660001,1,2066,1,40.829180107097,-73.944706406458,"{'latitude': '40.829180107097', 'longitude': '-73.944706406458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,23501,1088260,Hamilton Heights-Sugar Hill,,,,
PC8672254,2026-09-08T09:55:00.000,Treatments,253,EAST 202 STREET,10458,Bronx,Bait applied,2033080051,2,3308,51,40.872823646227,-73.884841781364,"{'latitude': '40.872823646227', 'longitude': '-73.884841781364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,11,413,2017249,Bedford Park,,,,
PC8766770,2026-09-08T09:55:00.000,Initial,1802,PALISADE PLACE,10453,Bronx,Failed for Rat Activity,2028770546,2,2877,546,40.851904478182,-73.918252935504,"{'latitude': '40.851904478182', 'longitude': '-73.918252935504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,20502,2008974,University Heights (South)-Morris Heights,,Burrows,,
PC8768865,2026-09-08T09:55:20.000,Initial,1309,PARK AVENUE,,Bronx,Failed for Rat Activity and Other Reason,1016270001,2,2901,1,0.00000000000000000000,0.00000000000000000000,"{'latitude': '0.0', 'longitude': '0.0', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,166,1086037,East Harlem (South),City Agency Referral,"Droppings, Burrows, Garbage",,
PC8580403,2026-09-08T09:56:06.000,Treatments,1841,Amsterdam Avenue,10031,Manhattan,Bait applied,1020660001,1,2066,1,40.829180107097,-73.944706406458,"{'latitude': '40.829180107097', 'longitude': '-73.944706406458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,23501,1088260,Hamilton Heights-Sugar Hill,,,,
PC8619125,2026-09-08T09:56:28.000,Treatments,561,WEST  179 STREET,10033,Manhattan,Bait applied,1021530029,1,2153,29,40.847847092902,-73.934328039235,"{'latitude': '40.847847092902', 'longitude': '-73.934328039235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,261,1079911,Washington Heights (South),,,1002419,248180
PC8706397,2026-09-08T09:57:18.000,Treatments,326,STOCKHOLM STREET,11237,Brooklyn,Bait applied,3032590027,3,3259,27,40.7033643594,-73.918965962853,"{'latitude': '40.7033643594', 'longitude': '-73.918965962853', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,37,443,3074240,Bushwick (West),,,1006718,195544
PC8750947,2026-09-08T09:57:51.000,Treatments,4151,BROADWAY,10033,Manhattan,Bait applied,1021420217,1,2142,217,40.846573016652,-73.938344941647,"{'latitude': '40.846573016652', 'longitude': '-73.938344941647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,263,1063513,Washington Heights (South),,,,
PC8770264,2026-09-08T10:00:00.000,Initial,362,EAST 167 STREET,10456,Bronx,Failed for Rat Activity,2024290116,2,2429,116,40.830946467751,-73.911911646199,"{'latitude': '40.830946467751', 'longitude': '-73.911911646199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,175,2114158,Concourse-Concourse Village,COTA,Droppings,,
PC8771308,2026-09-08T10:00:24.000,Initial,20,STOCKHOLM STREET,11221,Brooklyn,Failed for Rat Activity,3032530017,3,3253,17,40.695236959676,-73.926945584892,"{'latitude': '40.695236959676', 'longitude': '-73.926945584892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,395,3074043,Bushwick (East),,Droppings,,
PC8680666,2026-09-08T10:00:53.000,Treatments,155,WEST  195 STREET,10468,Bronx,Bait applied,2032490176,2,3249,176,40.870512208663,-73.902215839673,"{'latitude': '40.870512208663', 'longitude': '-73.902215839673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,14,26702,2015370,Kingsbridge Heights-Van Cortlandt Village,,,1011294,256446
PC8726351,2026-09-08T10:00:59.000,Compliance,1932,WALLACE AVENUE,10462,Bronx,Failed for Rat Activity,2042610015,2,4261,15,40.848774098464,-73.864519146535,"{'latitude': '40.848774098464', 'longitude': '-73.864519146535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,13,230,2047993,Pelham Parkway-Van Nest,Summons Issued,Burrows,1021736,248524
PC8580405,2026-09-08T10:01:06.000,Treatments,1841,Amsterdam Avenue,10031,Manhattan,Bait applied,1020660001,1,2066,1,40.829180107097,-73.944706406458,"{'latitude': '40.829180107097', 'longitude': '-73.944706406458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,23501,1088260,Hamilton Heights-Sugar Hill,,,,
PC8766663,2026-09-08T10:02:25.000,Initial,228,WEST TREMONT AVENUE,10453,Bronx,Failed for Other Reason,2028770497,2,2877,497,40.852933693231,-73.918168525635,"{'latitude': '40.852933693231', 'longitude': '-73.918168525635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,20502,2008963,University Heights (South)-Morris Heights,City Agency Referral,Harborage,,
PC8674127,2026-09-08T10:02:52.000,Treatments,1463,LONGFELLOW AVENUE,10460,Bronx,Bait applied,2030000045,2,3000,45,40.831525805004,-73.887041956713,"{'latitude': '40.831525805004', 'longitude': '-73.887041956713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,157,2100662,Crotona Park East,,,,
PC8775257,2026-09-08T10:03:11.000,Initial,2010,LEXINGTON AVENUE,10035,Manhattan,Failed for Other Reason,1017710056,1,1771,56,40.802660073383,-73.938678348534,"{'latitude': '40.802660073383', 'longitude': '-73.938678348534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,9,196,1076464,East Harlem (North),COTA,"Garbage, Harborage",1001227,231716
PC8763344,2026-09-08T10:03:13.000,Initial,564,WEST  189 STREET,10040,Manhattan,Failed for Rat Activity and Other Reason,1021580041,1,2158,41,40.853940126064,-73.929239536027,"{'latitude': '40.853940126064', 'longitude': '-73.929239536027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,277,1063821,Washington Heights (North),,"Burrows, Garbage, Mice",1003825,250401
PC8772869,2026-09-08T10:04:04.000,Initial,304,EVERGREEN AVENUE,11221,Brooklyn,Failed for Rat Activity,3032530022,3,3253,22,40.695634598633,-73.926393395357,"{'latitude': '40.695634598633', 'longitude': '-73.926393395357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,395,3074046,Bushwick (East),,Burrows,,
PC8770381,2026-09-08T10:05:00.000,Initial,1139,CLAY AVENUE,10456,Bronx,Failed for Rat Activity,2024290024,2,2429,24,40.830666243543,-73.911572342985,"{'latitude': '40.830666243543', 'longitude': '-73.911572342985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,175,2002144,Concourse-Concourse Village,COTA,Burrows,,
PC8750609,2026-09-08T10:05:24.000,Compliance,763,Home Street,10456,Bronx,Failed for Rat Activity,2026620040,2,2662,40,40.828069771711,-73.901516019727,"{'latitude': '40.828069771711', 'longitude': '-73.901516019727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,135,2004731,Morrisania,Summons Issued,Burrows,,
PC8773205,2026-09-08T10:05:31.000,Initial,4109,9 AVENUE,11232,Brooklyn,Failed for Rat Activity,3055900010,3,5590,10,40.644698642065,-73.996378524342,"{'latitude': '40.644698642065', 'longitude': '-73.996378524342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,38,112,3135533,Sunset Park (East)-Borough Park (West),COTA,"Droppings, Burrows",985255,174160
PC8731433,2026-09-08T10:07:00.000,Treatments,1316,PACIFIC STREET,11216,Brooklyn,Bait applied,3012070034,3,1207,34,40.677508696749,-73.947413995155,"{'latitude': '40.677508696749', 'longitude': '-73.947413995155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,315,3030053,Crown Heights (North),,,,
PC8766624,2026-09-08T10:08:25.000,Initial,1810,PALISADE PLACE,10453,Bronx,Failed for Other Reason,2028770550,2,2877,550,40.851992355852,-73.918317892286,"{'latitude': '40.851992355852', 'longitude': '-73.918317892286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,20502,2117899,University Heights (South)-Morris Heights,,Harborage,,
PC8746827,2026-09-08T10:10:00.000,Treatments,232,EAST 201 STREET,10458,Bronx,Bait applied,2033060031,2,3306,31,40.87234719611,-73.885977985269,"{'latitude': '40.87234719611', 'longitude': '-73.885977985269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,413,2017199,Bedford Park,,,,
PC8766879,2026-09-08T10:10:25.000,Initial,1814,PALISADE PLACE,10453,Bronx,Failed for Other Reason,2028770552,2,2877,552,40.852036294672,-73.918350370742,"{'latitude': '40.852036294672', 'longitude': '-73.918350370742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,14,20502,2008976,University Heights (South)-Morris Heights,,Harborage,,
PC8623345,2026-09-08T10:10:48.000,Treatments,611,WEST 181 STREET,10033,Manhattan,Bait applied,1021650019,1,2165,19,40.8494800786,-73.934098701234,"{'latitude': '40.8494800786', 'longitude': '-73.934098701234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,271,1063946,Washington Heights (North),,,,
PC8639771,2026-09-08T10:11:11.000,Compliance,149,EAST 123 STREET,10035,Manhattan,Failed for Rat Activity and Other Reason,1017720020,1,1772,20,40.802936951557,-73.938042370175,"{'latitude': '40.802936951557', 'longitude': '-73.938042370175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,196,1054432,East Harlem (North),Summons Issued,"Droppings, Burrows, Runways, Garbage",,
PC8697146,2026-09-08T10:12:29.000,Treatments,2701,Sedgwick Ave,10468,Bronx,Bait applied,2032530001,2,3253,1,40.869953129347,-73.903214602108,"{'latitude': '40.869953129347', 'longitude': '-73.903214602108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,14,273,2015500,Kingsbridge Heights-Van Cortlandt Village,,,,
PC8561573,2026-09-08T10:12:53.000,Treatments,408,West 150 St,10031,Manhattan,Bait applied,1020640039,1,2064,39,40.8274006591,-73.942955395989,"{'latitude': '40.8274006591', 'longitude': '-73.942955395989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,9,231,1061551,Hamilton Heights-Sugar Hill,,,,
PC8724942,2026-09-08T10:13:38.000,Treatments,434,WEST 52 STREET,10019,Manhattan,Bait applied,1010610050,1,1061,50,40.765193595451,-73.989155551613,"{'latitude': '40.765193595451', 'longitude': '-73.989155551613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,133,1026729,Hell's Kitchen,,,,
PC8554031,2026-09-08T10:14:06.000,Treatments,319,West 145 St,10039,Manhattan,Bait applied,1020520001,1,2052,1,40.823319278776,-73.943056463838,"{'latitude': '40.823319278776', 'longitude': '-73.943056463838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,231,1084164,Hamilton Heights-Sugar Hill,,,,
PC8747779,2026-09-08T10:15:00.000,Initial,501,WEST 167 STREET,10032,Manhattan,Failed for Rat Activity,1021230100,1,2123,100,40.83938412107,-73.937545697733,"{'latitude': '40.83938412107', 'longitude': '-73.937545697733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,251,1062984,Washington Heights (South),,Droppings,,
PC8771974,2026-09-08T10:15:04.000,Initial,312,EVERGREEN AVENUE,11221,Brooklyn,Failed for Rat Activity,3032530027,3,3253,27,40.695464230244,-73.926094268411,"{'latitude': '40.695464230244', 'longitude': '-73.926094268411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,395,3074051,Bushwick (East),,Droppings,,
PC8721644,2026-09-08T10:15:18.000,Treatments,1048,FRANKLIN AVENUE,10456,Bronx,Bait applied,2026070026,2,2607,26,40.826781988395,-73.907519722728,"{'latitude': '40.826781988395', 'longitude': '-73.907519722728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,18502,2004177,Morrisania,,,,
PC8721029,2026-09-08T10:15:28.000,Treatments,865,HART STREET,11237,Brooklyn,Bait applied,3032200041,3,3220,41,40.702554104168,-73.922137152228,"{'latitude': '40.702554104168', 'longitude': '-73.922137152228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,429,3073235,Bushwick (West),,,1005839,195248
PC8770878,2026-09-08T10:16:18.000,Initial,310,MADISON STREET,11216,Brooklyn,Failed for Other Reason,3018240019,3,1824,19,40.685234566328,-73.945965615829,"{'latitude': '40.685234566328', 'longitude': '-73.945965615829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,267,3051658,Bedford-Stuyvesant (West),COTA,Harborage,,
PC8748593,2026-09-08T10:16:43.000,Compliance,540,EAST 6 STREET,10009,Manhattan,Failed for Rat Activity,1004010030,1,401,30,40.725031483336,-73.982949448148,"{'latitude': '40.725031483336', 'longitude': '-73.982949448148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,32,1005061,East Village,Summons Issued,Droppings,,
PC8689001,2026-09-08T10:17:38.000,Treatments,1535,LONGFELLOW AVENUE,10460,Bronx,Bait applied,2030010046,2,3001,46,40.833218311625,-73.886030846778,"{'latitude': '40.833218311625', 'longitude': '-73.886030846778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,157,2100202,Crotona Park East,,,,
PC8730754,2026-09-08T10:18:00.000,Treatments,1308,PACIFIC STREET,11216,Brooklyn,Bait applied,3012070030,3,1207,30,40.677522542717,-73.947680771912,"{'latitude': '40.677522542717', 'longitude': '-73.947680771912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,315,3030049,Crown Heights (North),,,,
PC8554032,2026-09-08T10:19:06.000,Treatments,319,West 145 St,10039,Manhattan,Bait applied,1020520001,1,2052,1,40.823319278776,-73.943056463838,"{'latitude': '40.823319278776', 'longitude': '-73.943056463838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10,9,231,1084164,Hamilton Heights-Sugar Hill,,,,
PC8739697,2026-09-08T10:19:18.000,Treatments,12,SICKLES STREET,10040,Manhattan,Bait applied,1021740093,1,2174,93,40.86106168928,-73.927608692225,"{'latitude': '40.86106168928', 'longitude': '-73.927608692225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,285,1064185,Washington Heights (North),,,1004274,252996
PC8701263,2026-09-08T10:22:00.000,Compliance,2279,3 AVENUE,10035,Manhattan,Failed for Rat Activity,1017887501,1,1788,7501,40.802806877514,-73.936088371859,"{'latitude': '40.802806877514', 'longitude': '-73.936088371859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,194,1087594,East Harlem (North),Summons Issued,Burrows,,
PC8624043,2026-09-08T10:23:06.000,Treatments,258,WADSWORTH AVENUE,10033,Manhattan,Bait applied,1021670063,1,2167,63,40.85279222504,-73.932808546463,"{'latitude': '40.85279222504', 'longitude': '-73.932808546463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,271,1063989,Washington Heights (North),,,,
PC8773963,2026-09-08T10:25:00.000,Initial,28,RUTGERS STREET,10002,Manhattan,Failed for Rat Activity,1002730023,1,273,23,40.712969064805,-73.990051443324,"{'latitude': '40.712969064805', 'longitude': '-73.990051443324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,1,6,1003255,Chinatown-Two Bridges,COTA,Droppings,,
PC8773883,2026-09-08T10:25:00.000,Initial,38,6 AVENUE,11217,Brooklyn,Failed for Other Reason,3011187501,3,1118,7501,40.681774989822,-73.974141572006,"{'latitude': '40.681774989822', 'longitude': '-73.974141572006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,35,12902,3418421,Park Slope,COTA,Animal Nuisance,991422,187669
PC8700471,2026-09-08T10:25:30.000,Treatments,2747,SEDGEWICK AVENUE,10468,Bronx,Bait applied,2032530063,2,3253,63,40.87112179551,-73.90251866514,"{'latitude': '40.87112179551', 'longitude': '-73.90251866514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,14,273,2092454,Kingsbridge Heights-Van Cortlandt Village,,,1011210,256668
PC8749740,2026-09-08T10:26:00.000,Treatments,2871,GRAND CONCOURSE,10468,Bronx,Bait applied,2033190113,2,3319,113,40.870531700448,-73.89035616366,"{'latitude': '40.870531700448', 'longitude': '-73.89035616366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,14,40701,2017605,Bedford Park,,,1014574,256457
PC8772684,2026-09-08T10:26:04.000,Initial,15,STANHOPE STREET,11221,Brooklyn,Failed for Rat Activity,3032530036,3,3253,36,40.694758937729,-73.926271755837,"{'latitude': '40.694758937729', 'longitude': '-73.926271755837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,395,3074058,Bushwick (East),,Droppings,,
PC8428122,2026-09-08T10:29:00.000,Treatments,1302,PACIFIC STREET,11216,Brooklyn,Bait applied,3012070025,3,1207,25,40.677533613799,-73.947882656634,"{'latitude': '40.677533613799', 'longitude': '-73.947882656634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,315,3030047,Crown Heights (North),,,998706,186127
