inspection_type,job_id,boro_code,block,lot,house_number,street_name,zip_code,latitude,longitude,borough,inspection_date,result,location,community_board,council_district,census_tract,nta,bbl,bin,x_coord,y_coord
Initial,PC8758865,3,1227,21,732,ST MARKS AVENUE,11216,40.675126895462,-73.948883159928,Brooklyn,2026-08-10T10:14:12.000,Failed for Rat Activity,"{'latitude': '40.675126895462', 'longitude': '-73.948883159928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,36,31701,Crown Heights (North),3012270021,3030998,,
Initial,PC8758770,3,1205,19,1150,PACIFIC STREET,11216,40.678085202001,-73.954036419579,Brooklyn,2026-08-10T10:14:24.000,Failed for Rat Activity,"{'latitude': '40.678085202001', 'longitude': '-73.954036419579', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,35,221,Crown Heights (North),3012050019,3029960,,
Initial,PC8750616,1,2128,26,565,WEST  171 STREET,10032,40.842565306666,-73.937611369785,Manhattan,2026-08-10T10:14:41.000,Failed for Other Reason,"{'latitude': '40.842565306666', 'longitude': '-73.937611369785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12,10,253,Washington Heights (South),1021280026,1063070,1001512,246255
Compliance,PC8721181,2,2627,52,881,CAULDWELL AVENUE,10456,40.822354513839,-73.9072657551,Bronx,2026-08-10T10:15:00.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.822354513839', 'longitude': '-73.9072657551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,18502,Morrisania,2026270052,2004476,,
Treatments,PC8718834,2,3037,69,2195,WASHINGTON AVENUE,10457,40.854094249656,-73.894077740976,Bronx,2026-08-10T10:15:02.000,Bait applied,"{'latitude': '40.854094249656', 'longitude': '-73.894077740976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,395,Tremont,2030370069,2011319,,
Initial,PC8761198,1,434,29,109,AVENUE A,10009,40.725962055374,-73.983609449249,Manhattan,2026-08-10T10:15:44.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.725962055374', 'longitude': '-73.983609449249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,2,32,East Village,1004340029,1005791,,
Treatments,PC8612918,2,3283,1,343,EAST 195 STREET,10458,40.865167999148,-73.889833569527,Bronx,2026-08-10T10:15:59.000,Bait applied,"{'latitude': '40.865167999148', 'longitude': '-73.889833569527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,15,40502,Bedford Park,2032830001,2016492,,
Initial,PC8759100,3,1205,20,1152,PACIFIC STREET,11216,40.678071454978,-73.953978744785,Brooklyn,2026-08-10T10:16:24.000,Failed for Rat Activity,"{'latitude': '40.678071454978', 'longitude': '-73.953978744785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,35,221,Crown Heights (North),3012050020,3029961,,
Compliance,PC8738210,1,1539,7502,200,EAST 94 STREET,10128,40.783734996386,-73.949951371841,Manhattan,2026-08-10T10:16:46.000,Failed for Other Reason,"{'latitude': '40.783734996386', 'longitude': '-73.949951371841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,5,15403,Upper East Side-Yorkville,1015397502,1048916,,
Treatments,PC8711181,3,1585,44,333,VERNON AVENUE,11206,40.695913180631,-73.937972717322,Brooklyn,2026-08-10T10:17:00.000,Bait applied,"{'latitude': '40.695913180631', 'longitude': '-73.937972717322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,283,Bedford-Stuyvesant (East),3015850044,3042885,,
Treatments,PC8716684,4,137,13,41-29,46 STREET,11104,40.746278157051,-73.918058236557,Queens,2026-08-10T10:17:48.000,Monitoring visit,"{'latitude': '40.746278157051', 'longitude': '-73.918058236557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,26,25301,Sunnyside,4001370013,4001248,1006955,211179
Treatments,PC8694235,2,2456,65,1112,CARROLL PLACE,10456,40.831991734115,-73.918707519012,Bronx,2026-08-10T10:18:00.000,Bait applied,"{'latitude': '40.831991734115', 'longitude': '-73.918707519012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,18102,Concourse-Concourse Village,2024560065,2002740,,
Treatments,PC8699504,1,760,39,523,8 AVENUE,10018,40.753619211007,-73.992431144576,Manhattan,2026-08-10T10:18:18.000,Bait applied,"{'latitude': '40.753619211007', 'longitude': '-73.992431144576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,111,Chelsea-Hudson Yards,1007600039,1085726,,
Initial,PC8759076,3,1142,8,651,CLASSON AVENUE,11238,40.678089793946,-73.958899925628,Brooklyn,2026-08-10T10:19:57.000,Failed for Rat Activity,"{'latitude': '40.678089793946', 'longitude': '-73.958899925628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,35,305,Crown Heights (North),3011420008,3325253,,
Compliance,PC8734066,3,374,13,62,4 PLACE,11231,40.678231655519,-73.999437576749,Brooklyn,2026-08-10T10:20:00.000,Failed for Rat Activity,"{'latitude': '40.678231655519', 'longitude': '-73.999437576749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,39,65,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,3003740013,3005498,984406,186377
Initial,PC8758894,3,1205,24,1162,PACIFIC STREET,11216,40.678013698528,-73.953690363521,Brooklyn,2026-08-10T10:20:24.000,Failed for Rat Activity,"{'latitude': '40.678013698528', 'longitude': '-73.953690363521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,35,221,Crown Heights (North),3012050024,3029963,,
Compliance,PC8746731,1,1643,44,168,EAST 116 STREET,10029,40.798286090425,-73.940863923623,Manhattan,2026-08-10T10:20:25.000,Failed for Rat Activity,"{'latitude': '40.798286090425', 'longitude': '-73.940863923623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,8,182,East Harlem (North),1016430044,1052256,,
Treatments,PC8727754,1,1244,31,83,RIVERSIDE DRIVE,10024,40.785874377881,-73.981716856721,Manhattan,2026-08-10T10:20:54.000,Bait applied,"{'latitude': '40.785874377881', 'longitude': '-73.981716856721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,167,Upper West Side (Central),1012440031,1033730,989313,225595
Initial,PC8759223,3,1205,25,1164,PACIFIC STREET,11216,40.67799995133,-73.953632688861,Brooklyn,2026-08-10T10:21:24.000,Failed for Rat Activity,"{'latitude': '40.67799995133', 'longitude': '-73.953632688861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,35,221,Crown Heights (North),3012050025,3029964,,
Stoppage,PC8701953,3,1457,13,455,RALPH AVENUE,11233,40.673541829529,-73.922131498199,Brooklyn,2026-08-10T10:22:00.000,Stoppage done,"{'latitude': '40.673541829529', 'longitude': '-73.922131498199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16,41,363,Ocean Hill,3014570013,3000000,,
Stoppage,PC8759893,3,1599,27,464,PULASKI STREET,11221,40.694304245749,-73.932244046449,Brooklyn,2026-08-10T10:23:00.000,Stoppage done,"{'latitude': '40.694304245749', 'longitude': '-73.932244046449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,289,Bedford-Stuyvesant (East),3015990027,3043173,,
Initial,PC8757116,2,2461,45,940,GRAND CONCOURSE,10451,40.828776920038,-73.921616689573,Bronx,2026-08-10T10:25:00.000,Failed for Other Reason,"{'latitude': '40.828776920038', 'longitude': '-73.921616689573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,16,18301,Concourse-Concourse Village,2024610045,2002814,,
Compliance,PC8692316,1,1760,101,2181,MADISON AVENUE,10037,40.81259438873,-73.935630976192,Manhattan,2026-08-10T10:25:32.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.81259438873', 'longitude': '-73.935630976192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11,9,210,East Harlem (North),1017600101,1082614,1002073,235346
Initial,PC8759015,3,1205,127,1336,GRANT SQUARE,11216,40.677651021966,-73.952792910017,Brooklyn,2026-08-10T10:25:51.000,Failed for Rat Activity,"{'latitude': '40.677651021966', 'longitude': '-73.952792910017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8,35,221,Crown Heights (North),,,,
Initial,PC8761425,1,1988,134,540,WEST  136 STREET,10031,40.820197623188,-73.953262253875,Manhattan,2026-08-10T10:27:07.000,Failed for Other Reason,"{'latitude': '40.820197623188', 'longitude': '-73.953262253875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,7,22301,Manhattanville-West Harlem,1019880134,1059810,997186,238103
Treatments,PC8693611,3,3226,6,735,BUSHWICK AVENUE,11221,40.696128241701,-73.930114498222,Brooklyn,2026-08-10T10:28:30.000,Bait applied,"{'latitude': '40.696128241701', 'longitude': '-73.930114498222', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,34,393,Bushwick (West),3032260006,3073370,,
Treatments,PC8718666,2,3050,6,2196,WASHINGTON AVENUE,10457,40.854132635886,-73.894034301393,Bronx,2026-08-10T10:30:07.000,Bait applied,"{'latitude': '40.854132635886', 'longitude': '-73.894034301393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6,15,385,Belmont,2030500006,2011544,,
Compliance,PC8721601,2,2632,1,665,EAST 163 STREET,10456,40.823443283612,-73.906165826102,Bronx,2026-08-10T10:30:33.000,Failed for Rat Activity,"{'latitude': '40.823443283612', 'longitude': '-73.906165826102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,17,18502,Morrisania,2026320001,2004497,,
Treatments,PC8726455,2,3278,26,2746,DECATUR AVENUE,10458,40.865679336308,-73.887840588781,Bronx,2026-08-10T10:30:36.000,Bait applied,"{'latitude': '40.865679336308', 'longitude': '-73.887840588781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,15,40502,Bedford Park,2032780026,2016381,1015284,254703
Treatments,PC8688582,1,768,16,237,WEST 18 STREET,10011,40.741542505999,-73.999011211721,Manhattan,2026-08-10T10:30:52.000,Bait applied,"{'latitude': '40.741542505999', 'longitude': '-73.999011211721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4,3,87,Chelsea-Hudson Yards,1007680016,1013875,,
Stoppage,PC8759894,3,1599,101,1047,DEKALB AVENUE,11221,40.693413013245,-73.933644123354,Brooklyn,2026-08-10T10:31:00.000,Stoppage done,"{'latitude': '40.693413013245', 'longitude': '-73.933644123354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,289,Bedford-Stuyvesant (East),3015990101,3388844,,
Compliance,PC8738552,3,5026,39,115,OCEAN AVENUE,11225,40.659928904645,-73.962710074017,Brooklyn,2026-08-10T10:32:10.000,Failed for Rat Activity,"{'latitude': '40.659928904645', 'longitude': '-73.962710074017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9,40,79802,Prospect Lefferts Gardens-Wingate,3050260039,3114592,994596,179711
Stoppage,PC8709886,3,1644,65,599,putnam ave,11221,40.685496399645,-73.93730457786,Brooklyn,2026-08-10T10:33:00.000,Stoppage done,"{'latitude': '40.685496399645', 'longitude': '-73.93730457786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,277,Bedford-Stuyvesant (East),3016440065,3045110,,
Initial,PC8761501,3,798,20,336,51 STREET,11220,40.646569749767,-74.014280907584,Brooklyn,2026-08-10T10:33:08.000,Failed for Rat Activity and Other Reason,"{'latitude': '40.646569749767', 'longitude': '-74.014280907584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,38,78,Sunset Park (West),3007980020,3013495,980287,174842
Treatments,PC8644878,4,141,51,46-11,QUEENS BOULEVARD,11104,40.743132964385,-73.918487958699,Queens,2026-08-10T10:34:48.000,Bait applied,"{'latitude': '40.743132964385', 'longitude': '-73.918487958699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2,26,25301,Sunnyside,4001410051,4000000,1006837,210033
Treatments,PC8732118,1,1211,11,157,WEST   80 STREET,10024,40.783419689583,-73.976842690276,Manhattan,2026-08-10T10:34:58.000,Bait applied,"{'latitude': '40.783419689583', 'longitude': '-73.976842690276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7,6,165,Upper West Side (Central),1012110011,1031958,990663,224701
Treatments,PC8723104,3,3669,11,41,SHEFFIELD AVENUE,11207,40.676520237861,-73.898052573119,Brooklyn,2026-08-10T10:35:32.000,Bait applied,"{'latitude': '40.676520237861', 'longitude': '-73.898052573119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5,37,1198,East New York (North),3036690011,3083270,1012528,185770
Treatments,PC8696499,3,1761,15,234A,VERNON AVENUE,11206,40.695407622937,-73.942232124026,Brooklyn,2026-08-10T10:36:00.000,Bait applied,"{'latitude': '40.695407622937', 'longitude': '-73.942232124026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3,36,283,Bedford-Stuyvesant (East),3017610015,3048892,1000269,192640
